jp_name	cn_name_simp	cn_name_trad	count
ピエールＤ			2
ファンＣ			2
フォウ？	芙芙？	芙芙？	2
フォーリナー一同	全体降临者	全體Foreigner	2
フランソワの声			2
ブランカ	布兰卡	布蘭卡	2
ヘクトール？	赫克托耳？	赫克特？	2
ヘシアン（一部実体化中）			2
ベガスのスタァ			2
ベディヴィエール？	贝德维尔？	貝德維爾？	2
ペルセウス			2
ボリヤー	鲍里亚	鮑里亞	2
ボーダー一同	ボーダー一同		2
マイルーム守護者			2
マガツオカダ四天王			2
マガツ信玄ノカミ			2
マガツ書文ノカミ			2
マガツ煉獄ソード			2
マガツ駒姫ノカミ			2
マガツ魔さんノカミ			2
マクベス	麦克白	馬克白	2
マシンアーサー	机器亚瑟	機器亞瑟	2
マタ・ハリ？	玛塔·哈丽？	瑪塔・哈里？	2
マハトマ騎士団（警備スタッフ）			2
マルタ調査官			2
ミカ騎士			2
ミケランジェロ・ゴースト	米开朗基罗鬼魂	米開朗基羅鬼魂	2
メフィストフェレス（？）	梅菲斯托费勒斯（？）	梅菲斯托費勒斯（？）	2
モアイ兵士			2
モヒカン男			2
モヒカン男達			2
モヒカン男Ａ			2
モヒカン男Ｂ			2
モヒカン男Ｃ			2
モブ女Ｂ	龙套女B	龍套女B	2
モブＢ？			2
モブＣ？			2
モブＨ？			2
モリアーティ（自称）			2
ヤクザ			2
ラムレイ	拉姆瑞	拉姆瑞	2
リリス（隠れて待ってた）			2
リース			2
ルサールカ			2
レオニダス一世？			2
レジスタンス男Ｅ	反抗者男性E	反抗者男性E	2
ロケットランチャーをいじるディノスＢ	摆弄火箭弹发射器的迪诺斯B	擺弄火箭彈發射器的迪諾斯B	2
ロブ（兄貴分）	罗布（大哥）	羅布（大哥）	2
ロンディニウムの住人	伦蒂尼恩的居民	倫蒂尼恩的居民	2
ローマ軍団	罗马军团	羅馬軍團	2
ワグ（弟分）	瓦格（小弟）	瓦格（小弟）	2
ワニ兵士たち			2
ヴァジュラたち			2
ヴラド三世？	弗拉德三世？	弗拉德三世？	2
一緒に乾杯するワグ	一起干杯的瓦格	一起乾杯的瓦格	2
不思議な声			2
不愉快な笑顔の少年少女			2
予言の子派の妖精	预言之子派的妖精	預言之子派的妖精	2
予言の村正	预言之村正	預言之村正	2
人々	人们	人們	2
人の声	人类的声音	人類的聲音	2
人形			2
人狼	人狼	人狼	2
人質			2
仔豚たち	仔猪们	小豬們	2
仕事中の女将			2
代表一同			2
休憩していた警官	休息中的警官	休息中的警官	2
住人たち			2
住民ＡＢＣ			2
使いすぎて棄てられた少女	被使用过度遭到丢弃的少女	被使用過度遭到丟棄的少女	2
信者Ａ			2
信長（本人）			2
側にいた妖精	身旁的妖精	身旁的妖精	2
偽ダ・ヴィンチだった何か			2
僧侶			2
元水着新選組一番隊隊長			2
光			2
兵士Ａ	士兵A	士兵A	2
円卓軍の兵士Ａ	圆桌军士兵A	圓桌軍士兵A	2
円卓軍の兵士Ｂ	圆桌军士兵B	圓桌軍士兵B	2
処刑人			2
処刑装置	处决装置	處決裝置	2
列車強盗・客分			2
判事《食屍鬼》	法官《食尸鬼》	法官《食屍鬼》	2
北条トリスタンレッド			2
匿名のオジサン			2
匿名のシェフ			2
匿名の人造人間			2
匿名の物語ウーマン			2
千歳市民の女の子			2
卑屈そうな埴輪			2
参列していた北の妖精たち	观礼的北方妖精们	觀禮的北方妖精們	2
反乱軍の兵士Ａ	反叛军士兵A	反叛軍士兵A	2
反省した妖精	反省了的妖精	已經反省的妖精	2
収容されていた子供	被收容的孩子	被收容的孩子	2
収容されていた男性	被收容的男性	被收容的男性	2
口を開けているＡＩ	张大着嘴的ＡＩ	呆然張著嘴的ＡＩ	2
古代火星人Ｃ			2
可憐なるエリザベート			2
可憐な姫	惹人怜爱的公主	惹人憐愛的公主	2
咸陽市民Ｂ	咸阳市民B	咸陽市民B	2
城の衛兵			2
外国人Ａ			2
大聖堂の衛士	大圣堂的卫士	大聖堂的衛士	2
大黒天たち	大黑天们	大黑天們	2
天使・第七階梯	天使·第七阶梯		2
太陽神ククルカン	太阳神库库尔坎	太陽神庫庫爾坎	2
奇妙な少年			2
女中			2
女子生徒	女学生	女學生	2
女性客たち			2
女性客Ｄ			2
女性客Ｇ			2
女王派の妖精	女王派的妖精	女王派的妖精	2
妖怪・夢追い歯茎			2
妖精さん	妖精	妖精	2
妖精馬	妖精马	妖精馬	2
妖精騎士バーゲスト			2
妖精（酒場の主人）	妖精（酒馆的主人）	妖精（酒館的主人）	2
嬉しそうなディノス	似乎很高兴的迪诺斯	似乎很高興的迪諾斯	2
子供たちの声	孩子们的声音	孩子們的聲音	2
子供達	孩子们	孩子們	2
客たち			2
客（昼休憩中）			2
客Ｄ			2
宮中の貴人	宫中的贵人	宮中的貴人	2
小太郎			2
少し前のピンチノッブ（笑）			2
屈強な体格の妖精	体格健壮的妖精	體格健壯的妖精	2
屋台の店員			2
山賊	山贼	山賊	2
岐秀元伯			2
巨大怪獣			2
巨大生物	巨大生物	巨大生物	2
巴と千代女		巴和千代女	2
帝都七本槍			2
帝都市民			2
平景清？	平景清？	平景清？	2
年経た武士	年迈的武士	年邁的武士	2
幻霊探偵たち	幻灵侦探们		2
幼年系サーヴァントたち	幼年系从者们	幼年系從者們	2
店番に戻ってきたディノス	回来看店的迪诺斯	回來看店的迪諾斯	2
店番のディノス	看店的迪诺斯	看店的迪諾斯	2
店番をしているディノス	看店的迪诺斯	看店的迪諾斯	2
庭好きの妖精	热爱园艺的妖精	熱愛園藝的妖精	2
引率の教師			2
影の騎士たち			2
役人			2
怠惰な石像神			2
怪物たち	怪物们	怪物們	2
息子たち	息子たち		2
悪魔			2
感謝する妖精	表示感谢的妖精	表示感謝的妖精	2
戦士			2
手下Ａ			2
招待された妖精	受邀的妖精	受邀的妖精	2
斥候ちびノブ			2
新入員（女性）	新人（女性）	新人（女性）	2
新入員（男性）	新人（男性）	新人（男性）	2
明るい男性	开朗的男性	開朗的男性	2
暴れ豚			2
書店員			2
最強のふたり	最强的两人	最強的兩人	2
最後尾だった男			2
月笑騎士団・過激派Ｃ	月笑骑士团·激进派Ｃ	月笑騎士團．激進派Ｃ	2
木の杯を手にした妖精	手持木杯的妖精	手持木杯的妖精	2
本？			2
村人《食屍鬼》	村民《食尸鬼》	村民《食屍鬼》	2
村人の女	女性村民	女性村民	2
某メソポタミアの女神			2
機械化兵士			2
武者たち	武者们	武者們	2
武装した兵士	全副武装的士兵	全副武裝的士兵	2
残念そうなディノス	有些遗憾的迪诺斯	有點遺憾的迪諾斯	2
水着姫			2
水着怪盗			2
水着新選組セレブマリーさん			2
水着新選組叛逆モーさん			2
水着新選組海賊メアリー			2
水着新選組監察の清姫			2
氷の魚の群れ			2
浴槽にぷかぷか浮かぶ謎の生物			2
海賊’ｓ	海盗’ｓ	海盜們	2
海賊？	海盗？	海盜？	2
海賊ＡＢＣ			2
海賊ｓ			2
深草少将			2
混対スタッフ			2
清姫（興味なし）			2
港の女			2
牙の妖精Ａ	牙之妖精A	牙之妖精A	2
牙の氏族・古兵	牙之氏族·老兵	牙之氏族．老兵	2
物陰の男	暗处的男人	暗處的男人	2
犬	狗	狗	2
獅子			2
玉藻			2
王の氏族	王之氏族	王之氏族	2
王の軍勢			2
王妃			2
現地人？			2
男たち	男人们	男人們	2
男の声３			2
男の声５			2
町の住民Ａ			2
町の住民Ｂ			2
町の民	镇民	鎮民	2
発明王	发明王	發明王	2
盗賊達	盗贼们	盜賊們	2
盗賊Ａ			2
盗賊Ｂ			2
研究員	研究员		2
研究員Ｂ	研究员B	研究員B	2
砦の兵士Ｃ	堡垒的士兵C	堡壘的士兵C	2
祈る男	祈祷的男人		2
穏やかな女性	温和的女性	溫和的女性	2
空からの声	天上传来的声音	天上傳來的聲音	2
紳士	绅士	紳士	2
紳士Ｃ			2
給仕	侍者	侍者	2
維持部ＡＩ	维持部ＡＩ	維持部ＡＩ	2
維持部ＡＩ（ラニ＝Ｋ）	维持部ＡＩ（拉妮－Ｋ）	維持部ＡＩ（拉妮＝Ｋ）	2
織田信長（本物）			2
群れ集う贄（酒呑童子ファン）			2
耳をたてているＡＩ	竖起耳朵的ＡＩＡＩ	仔細聆聽的ＡＩ	2
聖都軍兵士Ａ	圣都军士兵A	聖都軍士兵A	2
職員			2
若い牙の氏族たち	年轻的牙之氏族们	年輕的牙之氏族們	2
若干卑屈っぽい埴輪			2
茶屋の店主	茶铺的老板	茶鋪的老闆	2
葛飾北斎（未体験者）			2
融合音怨			2
街の住人	城市居民	城市居民	2
衛宮切嗣			2
被害者たち			2
裸エプロンの給仕	裸体围裙的侍应	裸體圍裙的服務生	2
親族Ａ			2
親族Ｂ			2
親父	老爹	老爹	2
謎のア、クマ？			2
謎のオルガマリーＸ	謎のオルガマリーＸ		2
謎のスマートフォン			2
謎の人斬り？？？			2
謎の小動物			2
謎の怪物			2
謎の発明家	谜之发明家	謎之發明家	2
謎の童女			2
謎の赤ん坊			2
警告			2
警報			2
護衛の兵士	护卫的士兵	護衛的士兵	2
豚を愛でる大魔女			2
超駒姫			2
軍勢			2
近所の漁師			2
近衛兵	禁卫兵	禁衛兵	2
通りすがった貴人	路过的贵人	路過的貴人	2
通りすがりのディノスたち	路过的迪诺斯们	路過的迪諾斯們	2
通りすがりの野次馬			2
通行人			2
遊び人			2
道一丸			2
避難民			2
邪霊たち			2
邪馬台国の民			2
部下	部下		2
部下Ｂ	部下B	部下B	2
都市の記憶	都市の記憶		2
酒呑童子の声	酒吞童子的声音	酒吞童子的聲音	2
酷吏Ａ			2
里の男	村里的男性	村裡的男性	2
量産型コロンブス×１００			2
金時			2
金髪の妖精	金发妖精	金髮妖精	2
銃器をいじるディノスＡ	摆弄枪械的迪诺斯A	擺弄槍械的迪諾斯A	2
銃器をいじるディノスＣ	摆弄枪械的迪诺斯C	擺弄槍械的迪諾斯C	2
鋼の怪	钢铁怪物	鋼鐵怪物	2
鍛冶手伝いの少年	帮忙锻造的少年	幫忙鍛造的少年	2
霜の巨人	霜之巨人	霜之巨人	2
露店オセロトル	摊贩奥塞洛特尔	攤販奧塞洛特爾	2
音怨ドラム・サッドネス			2
音怨ベース・ミザリー			2
食屍鬼たち	食尸鬼们	食屍鬼們	2
首領	首领	首領	2
駆けつけた警官	赶来的警官	趕來的警官	2
騎士グラント	骑士格兰特	騎士格蘭特	2
騎士団員ハピネス	骑士团员快乐	騎士團員快樂	2
騎士団員フィアレス	骑士团员无畏	騎士團員無畏	2
騎士Ａ	骑士A	騎士A	2
高名な天才芸術家			2
髭とローマ（太）			2
魔獣インヴィディア			2
魔神柱アモン・ラー	魔神柱亚蒙·拉	魔神柱亞蒙．拉	2
鳩	鸽子	鴿子	2
３割予言の子の村正	三成预言之子的村正	三成預言之子的村正	2
？？？に抱かれた蛾	被？？？抱着的蛾	被？？？抱著的蛾	2
ＡＤ			2
ＤＯＧポリス			2
Ｍ・Ｃ・Ｂたち			2
Ｕ	U	U	2
Ｕ－オルガマリー？	Ｕ－オルガマリー？	U－奧爾嘉瑪麗？	2
%1？	%1？	%1？	1
1010010111010101■■	1010010111010101■■	1010010111010101■■	1
Dr.イビル			1
Mr.サムワン			1
“礼”の犬士			1
■■ー■■	■■内■■	■■迦■■	1
■ラ■ック	■拉■克	■拉■克	1
【黄金】			1
あわてるふたり			1
い ま が わ へ い			1
いじわるなおばあさん			1
いつのまにかいるオリべえ			1
いろんなセイバー	各种Saber	各種Saber	1
うま	马	馬	1
おき茶オルタ			1
おぬいの声	阿缝的声音	阿縫的聲音	1
お二人とも	两人	兩人	1
お子様組			1
お客様たち			1
お客様Ａ			1
お客様Ｂ			1
お客様Ｃ			1
お客様Ｄ			1
お拾			1
お米ゴーレム			1
かつて人であったモノ	曾经为人之物	曾經為人之物	1
かぶきノッブ			1
ぐんしん！			1
ご機嫌なムーン・ドバイ市民たち	快活的月球迪拜市民们	情緒高昂的月球杜拜市民們	1
その他の一同			1
その他の人々			1
ただのイシュタルさん			1
たまたま近くを通りがかったフォウ			1
ちょっかいかけたのを怒っている二人	因其对御主出手而生气的两个人	因其對御主出手而生氣的兩個人	1
でかノブ			1
できたての料理			1
ひがいしゃ			1
まじんさん			1
やるせないディノス	闷闷不乐的迪诺斯	悶悶不樂的迪諾斯	1
やるせなかったディノス	刚才还闷闷不乐的迪诺斯	剛才還悶悶不樂的迪諾斯	1
よく見たら蘭丸Ｘでも蘭丸でもない何か			1
ればのん			1
わるい魔法使い			1
アキバガードたち			1
アキレウスの声	阿喀琉斯的声音	阿基里斯的聲音	1
アキレウス（ほぼ無敵）			1
アキレウス（イチボ美味い）			1
アキレウス（無視）			1
アキレウス（聞いてない）			1
アグラヴェイン？	阿格规文？	亞格拉賓？	1
アシュタレト親衛隊			1
アストルフォ（セイバー）			1
アストルフォ（直感的なアレ）			1
アタランテ？	阿塔兰忒？	阿塔蘭塔？	1
アニマルたち			1
アマゾネスの声	亚马逊人的声音	亞馬遜人的聲音	1
アマゾネスＥ			1
アラハバキ・弐号機			1
アルキャス			1
アルテミス達	阿耳忒弥斯们	阿耳忒彌斯們	1
アルテミスＣ			1
アルテミスＤ			1
アルテミスＥ			1
アンプロワイエ			1
アン？	安妮？	安妮？	1
アース	アース		1
イアソン・アルゴー			1
イアソン（←マクダフ）			1
イアソン（０．１秒）			1
イアソン（０．２秒）			1
イアソン（０．３秒）			1
イアソン（０．４秒）			1
イアソン（０．５秒）			1
イアソン（０．６秒）			1
イアソン（０．７秒）			1
イアソン（０．８秒）			1
イシュタル（回想）	伊什塔尔（回忆）	伊絲塔（回憶）	1
イシュタル（妄想）			1
イマジナリーフォウくん	假想芙芙	假想芙芙	1
イマジナリー・フォウくん			1
イメージ上の金時			1
イリヤの声	伊莉雅的声音	伊莉雅的聲音	1
イリヤ（沈痛）			1
イリヤ（＋0.5kg）			1
イリヤ（ＩＱ低下中）			1
イワブネ			1
インドラかもしれないもの			1
インドラっぽいもの			1
インフェルノ	Inferno	Inferno	1
ウェールズの妖精Ａ	威尔士的妖精A	威爾斯的妖精A	1
ウェールズの妖精Ｂ	威尔士的妖精B	威爾斯的妖精B	1
ウガル	乌伽尔	烏伽爾	1
ウッドワス軍・士官	伍德沃斯军·士官	伍德沃斯軍．士官	1
エ キ ス ト ラ			1
エコー			1
エジソン・テスラ			1
エミヤ（沈痛）			1
エリザベート（ドヤァ……）			1
エリザベート（聞いてない）			1
エリザベート（？）			1
エリセ（チョコミント）			1
エレシュキガルの声	埃列什基伽勒的声音	埃列什基伽勒的聲音	1
エレシュキガル・オルタの声	埃列什基伽勒·Alter的声音	埃列什基伽勒．Alter的聲音	1
オカダステークス			1
オケアノスのキャスター	俄刻阿诺斯的Caster		1
オズボーン《食屍鬼》	奥斯本《食尸鬼》	奧斯本《食屍鬼》	1
オタクサン			1
オニムサシ			1
オリオン達	俄里翁们	俄里翁們	1
オリオンＤ			1
オリュンポス山の村人たち			1
オリュンポス正規兵たち	奥林波斯正规兵们	奧林帕斯正規兵們	1
オルガ	奥尔加	奧爾嘉	1
オルトリンデ（ちゃっかりもの）			1
カイニス（あ、この肉美味え）			1
カエサリオンの声	恺撒里昂的声音	Caesar Lyon的聲音	1
カエサルの声	恺撒的声音	凱撒的聲音	1
カエサルの遠い声			1
カジノ客Ａ			1
カジノ客Ｂ			1
カジノ客Ｃ			1
カフェのウェイター			1
カリブ海代表			1
カルデアお仕置き人			1
カルデアゲーム部一同			1
カルデアスタッフたち	迦勒底工作人员们	迦勒底工作人員們	1
カルデア家臣団			1
カルデア家足軽			1
カルナ？	迦尔纳？	迦爾納？	1
カレーショップのお姉さん			1
カーマｓ			1
ガ■ー■■	亻■内■■	神■迦■■	1
ガウェインの兵士・Ｂ	高文的士兵B	高文的士兵B	1
ガウェイン（夢見てた）			1
ガネー■■	亻加内■■	神靈迦■■	1
ガネー■ャ	亻加内■十	神靈迦■薩	1
ガベージ	垃圾		1
ガラガラオロチ			1
ガラテアチョコ			1
ガレぴっぴ			1
キャスト			1
キャストたち			1
キャスト一同			1
キャップン			1
キャメロットの騎士たち			1
キリエの声	基列的声音	基利艾的聲音	1
キングモアイ			1
ギャングたち			1
ギルガメッシュＰ			1
クラスメイト女子Ａ	班上的女生Ａ	班上的女生Ａ	1
クラスメイト女子Ｂ	班上的女生Ｂ	班上的女生Ｂ	1
クラスメイト男子Ａ	班上的男生Ａ	班上的男生Ａ	1
クラスメイト男子Ｂ	班上的男生Ｂ	班上的男生Ｂ	1
クリスチャン			1
クリスマス魔獣			1
クリチャーチ	咆哮兽	咆哮獸	1
クリームヒルト（モカ）			1
クリームヒルト（令嬢）			1
クレオパトラの遠い声			1
クロエ？	克洛伊？	克洛伊？	1
ケルト代表			1
ケルト兵士	凯尔特士兵	凱爾特士兵	1
ケルト戦士	凯尔特战士	凱爾特戰士	1
ゲオルグ・ジョージウス鑑識官			1
ゲロリアン			1
コエンちゃん			1
ゴルドルフ（通信）			1
ゴーレム	魔偶	魔偶	1
サメェイン			1
サメ兵士たち	鲨鱼士兵们	鯊魚士兵們	1
サメ兵士ＡＢ			1
サメ兵士Ｃ			1
サメ兵士ＣＤ			1
サメ兵士Ｄ			1
サン？			1
サークルのみなさん			1
サーメヴァル			1
シャルロット・コルデー（キャスター）			1
シャルロット・コルデー（隅っこ）			1
シロウ			1
ジャックとリリィ	杰克和Lily	傑克和Lily	1
ジャック・ザ・リッパーズ			1
ジャック（アスクレピオス）			1
ジャック（アスクレピオス？）			1
ジャック（？）	杰克（？）	傑克（？）	1
ジャンヌ・オルタ・サンタ・リリィ（適応した）			1
ジャンヌ・オルタ（姉気を察知）			1
ジャンヌ・オルタ（計算中）			1
ジル・ド・レェ？	吉尔·德·雷？	吉爾．德．萊斯？	1
ジークフリート（鑑賞経験あり）			1
スカディ			1
スター	スター		1
スターアロー			1
スターソード			1
スフィンクスＡ			1
スフィンクスＢ			1
スフィンクスＣ			1
スペースモッヒーＣ			1
スペース神陰流門下生			1
スルーズ（しっかりもの）			1
スーパーメカノッブマークⅡ			1
セミラミス（工事長）			1
セミラミス？	塞弥拉弥斯？	塞彌拉彌斯？	1
セミラミス？？	塞弥拉弥斯？？	塞彌拉彌斯？？	1
セレブＣ	名流Ｃ	名流Ｃ	1
ソウスケと？			1
タオルを持ったお兄さん			1
ダイゾー・オカ			1
ダブル沖田			1
ダンテ（想像）	但丁（想像）		1
ダ・ヴィンチの声	达·芬奇的声音	達．文西的聲音	1
ダーツの的	飞镖靶子	飛鏢靶子	1
ダーティオカダ			1
チョコ畑のモース	巧克力田的摩耳斯	巧克力田的莫斯	1
チョコ聖杯くん			1
チンピラたち	小混混们	小混混們	1
テオブローマン×３			1
テスカトリポカ（いる）			1
デイノニクス11兄弟たち	恐爪龙十一兄弟们	恐爪龍十一兄弟們	1
デイノニクス11兄弟・五男	恐爪龙十一兄弟·老五	恐爪龍十一兄弟．老五	1
デッドローン・イゾー			1
デュマの声			1
デーモン	恶魔	惡魔	1
トリスタン（安らかに死んでいた）			1
トリスタン（解説）			1
ドッジボールマシーン２号			1
ドライノッブ４ＷＤ			1
ドラゴン	龙	龍……？	1
ド・ギッシュ			1
ナイチンゲール・サンタ（アーチャー）			1
ナレーション（エリザベート）			1
ナーサリー	童谣	童謠	1
ネモ・スルーズ			1
ネモ・マスター			1
ネモ・マリーン（操縦補佐）	尼莫水兵（驾驶助理）	尼莫水兵（駕駛助理）	1
ネモ・マリーンＡ群	尼莫水兵A群	尼莫水兵A群	1
ネモ・マリーンＢ群	尼莫水兵B群	尼莫水兵B群	1
ネモ・マリーンＥ			1
ネモ全員			1
ネモ？たち	尼莫	尼莫	1
ネモ？Ａ	尼莫？B	尼莫？B	1
ネモ？Ｂ	尼莫？C	尼莫？C	1
ネモ？Ｃ	尼莫？D	尼莫？D	1
ネモ？Ｅ	穆尼尔	穆尼爾	1
ネモｓ	尼莫s	尼莫s	1
ノブ戦車			1
ハサン一同			1
ハシブトウミガラス			1
ハシブトウミガラスの群れ			1
ハヤ・ラア	哈雅·拉阿		1
パッションリップ（起きた）			1
パリピ妖精	跑趴妖精	派對咖妖精	1
パーシヴァル？	珀西瓦尔？	帕西瓦爾？	1
パーティメンバー			1
パールヴァティ			1
パールヴァティーたち	帕尔瓦蒂们	帕爾瓦蒂們	1
パールヴァティー（幻聴？）			1
ヒポグリフ			1
ヒルド（はたらきもの）			1
ピエールＡ～Ｇ			1
ピックマン夫人《食屍鬼》	皮克曼夫人《食尸鬼》	皮克曼夫人《食屍鬼》	1
ピットマスター・パティ			1
ピュグマリオン式迎撃兵装	皮格马利翁式迎击兵装	畢馬龍式迎擊兵裝	1
ファントム？	魅影？	魅影？	1
ファン一同			1
フォウくんの幻影			1
フォウ（幻覚）			1
フォウ（特別解説）			1
フランソワ・プレラーティ	弗朗索瓦·普勒拉蒂		1
フランソワ？			1
フランチェスカ・プレラーティ	弗兰切斯卡·普勒拉蒂		1
ブケファラス	布西发拉斯	布西發拉斯	1
ブリスケット・ボーイ			1
ブリッジメンバーズ			1
プティエール	プティエール		1
プルート	普路托。		1
プレシオサウルスくん？			1
ヘシアン（マント着脱自在）			1
ヘラクレス・9Ｌ			1
ヘラクレス？	赫拉克勒斯？	赫拉克勒斯？	1
ベイブ・ザ・ブルーオックス			1
ホイッスルを咥えたお姉さん			1
ホッキョクグマ（子）			1
ホッキョクグマ（親）			1
ホッキョクグマＡ			1
ホッキョクグマＢ			1
ホテルの客？			1
ボイジャー（イアソン？）			1
ボイジャー（バナナ）			1
ボディガード			1
マガツボンバノブノカミ			1
マガツマシュノカミ			1
マシュもどき			1
マシュ・Dr.ロマン			1
マシュ・キリエライト	玛修·基列莱特	瑪修・基利艾拉特	1
マシュ（バニラ）			1
マシュ（鑑賞経験あり）			1
マシンボア			1
マルタｓ			1
マンドリカルド（ボンクラＤ）			1
マンドリカルド（聞いてたが困る）			1
マンドリカルド？	曼迪卡尔多？	曼迪卡爾多？	1
マンボちゃん			1
ミゲル・アンヘル・コルテス			1
ミスター・Ｍ			1
ムーン・アーチャーⅠ	月球弓兵Ⅰ	月球ArcherⅠ	1
ムーン・ドバイ市民たち	月球迪拜市民们	月球杜拜市民們	1
メアリー？	玛莉？	瑪莉？	1
メタトロン・ジャンヌ（怠惰）	梅塔特隆·贞德（怠惰）		1
メッセージ			1
メドゥーサ（ランサー）			1
メドゥーサ？	美杜莎？	美杜莎？	1
モブ男	龙套男	龍套男	1
モブ男たち	龙套男们	龍套男們	1
モブＤ？			1
モブＥ？			1
モブＧ？			1
モードレッドの声	莫德雷德的声音	莫德雷德的聲音	1
モードレッド（ヤケッパチ）			1
モードレッド（殺気を察知）			1
ライダー？	Rider？	Rider？	1
ライヘンバッハのルーラー			1
ラニ＝Ｇ	拉妮－Ｇ	拉妮＝Ｇ	1
ラニ＝Ｒたち	拉妮－Ｒ们	拉妮＝Ｒ們	1
ラフムＡ	拉赫穆A	拉赫穆A	1
ラフムＢ	拉赫穆B	拉赫穆B	1
ラフムＣ	拉赫穆C	拉赫穆C	1
ラフライダー	莽骑兵	突擊Rider	1
ランスロット（夢見てた）			1
リキュールオカダ			1
リトルマグナム孫一			1
リベンジを誓う声	誓要复仇的声音	誓要復仇的聲音	1
リボルビングオカダ			1
リュウ・タン			1
レジスタンス男Ｆ	反抗者男性F	反抗者男性F	1
ロクサーヌ			1
ロクサーヌ（声：楊貴妃）			1
ロケットランチャーをいじるディノスＡ	摆弄火箭弹发射器的迪诺斯A	擺弄火箭彈發射器的迪諾斯A	1
ロジェロ			1
ロビンフッド（アタランテ）			1
ロビンフッド（アタランテ？）			1
ワニ兵士Ａ			1
ワニ兵士Ｂ			1
ワニ兵士Ｃ			1
ワンジナ（ストロベリー）			1
ヴリトラ（普通に帰ってきた）			1
一夜の幻			1
一般人斬りマン			1
一般兵達			1
一般参加予定者			1
一般参加者Ａ			1
一般参加者Ｂ			1
一般参加者Ｃ			1
一般参加者Ｄ			1
一般参加者Ｆ			1
一般参加者Ｇ			1
三師匠			1
三蔵の愛馬・白竜			1
上からの声	上面传来的声音	上面傳來的聲音	1
上級ウィッシュメンＡ			1
上級ウィッシュメンＢ			1
不明の亡霊			1
不運な者たち			1
両親			1
両雄	双雄	雙雄	1
主任？			1
予告状			1
予言の子？	预言之子？	預言之子？	1
二人の神祖	两位神祖	兩位神祖	1
二度燃えるイアソンくん			1
二機			1
亡者	亡者	亡者	1
人々の歓声			1
人間の大工	人类木工	人類木工	1
人間の衛士たち	人类卫士们	人類衛士們	1
人間族の長			1
今川義元（右）			1
今川義元（左）			1
今魔川獣			1
今魔川鉄砲隊			1
介錯人			1
仔犬たち			1
他の者たち			1
仮想ジャンヌ	想象贞德		1
仮面を被った大きいほう			1
会場のみんな			1
低血圧くノ一	低血压女忍者	低血壓女忍者	1
住民			1
佐々木と呼ばれた男			1
作られるべきではなかった	不该被制作出来的	不該被製作出來的	1
使い魔たち			1
保護者組			1
信者たち			1
候補者たち	候选人们	候選人們	1
入り口からの声	入口处传来的声音	入口處傳來的聲音	1
八房	八房		1
六房			1
兵士A	士兵A	士兵A	1
兵士B	士兵B	士兵B	1
円卓ども			1
冥界の番人	冥界的守卫	冥界的守衛	1
冥界の門			1
刑吏	刑吏	刑吏	1
刑部姫（スイミング目線）			1
刑部姫（聞いてない）			1
利休			1
制圧者達			1
剣士と戦士	剑士与战士	劍士與戰士	1
勇士二人			1
勝支配人			1
勤王志士			1
北斎の門人			1
北条ベディヴィエールグリーン			1
北条ランスロットパープル			1
千歳市民の子供たち			1
原住ノブ選組			1
反乱軍の兵士Ｂ	反叛军士兵B	反叛軍士兵B	1
受付を背負った雀			1
右から左へ抜けている紫式部	左耳进右耳出的紫式部	左耳進右耳出的紫式部	1
呪腕のハサン？	咒腕哈桑？	咒腕的哈桑？	1
呼延灼（※気付いてない）			1
商人たち	商人们	商人們	1
商人の男			1
地獄の小鬼	地狱的小鬼		1
埴輪たち			1
夏延灼			1
外からの声Ａ			1
外国人Ｂ			1
大使たち	大使们	大使們	1
大剣を背負った雀			1
大奥女中			1
大弓を背負った雀			1
大観衆			1
大陸の虎	大陆之虎	大陸之虎	1
太公望（知り合い）			1
太刀を携えた女	身配太刀之女	身配太刀之女	1
太歳星君（チョコ）			1
太陽の女神	太陽の女神		1
奪衣婆（イメージ）			1
女子生徒たち	女学生们	女學生們	1
女性客Ｃ			1
女性客Ｅ			1
女性客Ｆ			1
女Ｂ	女性B	女性B	1
女Ｃ	女性C	女性C	1
女Ｄ	女性Ｄ	女性Ｄ	1
奴隷達			1
奴隷Ａ			1
奴隷Ｂ			1
奴隷Ｃ			1
妖精たちと騒ぐワグ	妖精们与激动的瓦格	妖精們與激動的瓦格	1
妖精たちの声	妖精们的声音	妖精們的聲音	1
妖艶な少女			1
子供たち？	孩子们？	孩子們？	1
子供の声	孩子的声音	孩子的聲音	1
子供Ｃ			1
孔明	孔明		1
客（近所の侵略的外来魚）			1
客（近所の漁師）			1
客ＡtoＺ			1
宮本伊織（未体験者）			1
密偵	密探	密探	1
寝ちゃった女の子			1
小人たち			1
少女？	少女？	少女？	1
少年の影	少年的影子	少年的影子	1
少年少女	少年少女	少年少女	1
少年時代のパーシヴァル	少年时代的珀西瓦尔	少年時代的帕西瓦爾	1
就職希望者			1
尾張ノッブスターズメンバー			1
屈強なムーン・ドバイ市民たち	强壮的月球迪拜市民们	強壯的月球杜拜市民們	1
屋台の店主			1
屠るヤシガニ			1
岡田以蔵の声	冈田以藏的声音	岡田以藏的聲音	1
岡田以蔵（寝た）			1
岡田以蔵？	冈田以藏？	岡田以藏？	1
島			1
嵐の凶つ神			1
巨人族の長			1
巨人種			1
巨像たち	巨像们	巨像們	1
巨大な怪物			1
巨大な狼ＷｉｔｈＨ			1
巨大怪異			1
