profile_id	provider	locale	voice_name	style	pitch	rate	volume	description
auto_c9ba617705_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+2%	0.97	100	Auto female_mystic Chinese profile for E－宏玛丽
auto_c739917f18_jp	azure	ja-JP	ja-JP-NaokiNeural		-6%	0.92	100	Auto male_calm Japanese profile for ダンテ・アリギエーリ
auto_c739917f18_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-2%	0.93	100	Auto male_calm Chinese profile for 但丁·阿利吉耶里
auto_37b5e8ec5c_jp	azure	ja-JP	ja-JP-AoiNeural		-3%	0.95	100	Auto female_noble Japanese profile for メタトロン・ジャンヌ
auto_37b5e8ec5c_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	0%	0.96	100	Auto female_noble Chinese profile for 梅塔特隆·贞德
auto_77ff5d6c9a_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	1.02	100	Auto male_heroic Japanese profile for アショカ王
auto_77ff5d6c9a_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-7%	0.99	100	Auto male_heroic Chinese profile for 阿育王
auto_a56bd8e6cd_jp	azure	ja-JP	ja-JP-NanamiNeural		-7%	0.95	100	Auto female_shadow Japanese profile for リリス
auto_a56bd8e6cd_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-2%	0.95	100	Auto female_shadow Chinese profile for 莉莉丝
auto_eb12c771bb_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.91	100	Auto female_mystic Japanese profile for テュフォン・エフェメロス
auto_eb12c771bb_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.95	100	Auto female_mystic Chinese profile for 堤丰·厄斐墨洛斯
auto_e78e3efb2f_jp	azure	ja-JP	ja-JP-NanamiNeural		+2%	0.93	100	Auto female_mystic Japanese profile for イプシロン
auto_e78e3efb2f_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.94	100	Auto female_mystic Chinese profile for 伊普西龙
auto_5c6b4d1ed4_jp	azure	ja-JP	ja-JP-DaichiNeural		-6%	0.97	100	Auto male_heroic Japanese profile for インドラ
auto_5c6b4d1ed4_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-1%	1.00	100	Auto male_heroic Chinese profile for 因陀罗
auto_4a1d0629dd_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.93	100	Auto female_mystic Japanese profile for Ｅ－ステラマリー
auto_4a1d0629dd_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	0%	0.91	100	Auto female_mystic Chinese profile for E－星玛丽
auto_856eedaca9_jp	azure	ja-JP	ja-JP-AoiNeural		+1%	1.03	100	Auto female_bright Japanese profile for Ｕ－オルガマリー
auto_856eedaca9_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	0%	1.08	100	Auto female_bright Chinese profile for U－奥尔加玛丽
auto_857bb9255a_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.96	100	Auto female_mystic Japanese profile for 玉兎
auto_857bb9255a_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-3%	0.93	100	Auto female_mystic Chinese profile for 玉兔
auto_b2b566a487_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.93	100	Auto female_shadow Japanese profile for ジュネス・クレーン
auto_b2b566a487_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-5%	0.93	100	Auto female_shadow Chinese profile for 热内斯·克莱恩
auto_60b9f88d77_jp	azure	ja-JP	ja-JP-AoiNeural		-1%	0.96	100	Auto female_noble Japanese profile for ノア
auto_60b9f88d77_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+1%	0.99	100	Auto female_noble Chinese profile for 诺亚
auto_36187658c2_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.95	100	Auto female_mystic Japanese profile for 河上彦斎
auto_36187658c2_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.93	100	Auto female_mystic Chinese profile for 河上彦斋
auto_2835406643_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	0.96	100	Auto male_gruff Japanese profile for 藤堂平助
auto_2835406643_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-6%	0.97	100	Auto male_gruff Chinese profile for 藤堂平助
auto_9e938a181d_jp	azure	ja-JP	ja-JP-DaichiNeural		-1%	1.01	100	Auto male_heroic Japanese profile for 原田左之助
auto_9e938a181d_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-7%	1.01	100	Auto male_heroic Chinese profile for 原田左之助
auto_65b3d68214_jp	azure	ja-JP	ja-JP-DaichiNeural		-6%	0.99	100	Auto male_heroic Japanese profile for 近藤勇
auto_65b3d68214_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-4%	1.01	100	Auto male_heroic Chinese profile for 近藤勇
auto_c969e5946b_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.94	100	Auto female_shadow Japanese profile for 終わりのエリザベート
auto_c969e5946b_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-2%	0.91	100	Auto female_shadow Chinese profile for 终结之伊丽莎白
auto_a12c7b92bd_jp	azure	ja-JP	ja-JP-NaokiNeural		-2%	1.05	100	Auto male_bright Japanese profile for マリス・カルデアス
auto_a12c7b92bd_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	-3%	1.05	100	Auto male_bright Chinese profile for 马里斯·迦勒底亚斯
auto_e4ede17ff3_jp	azure	ja-JP	ja-JP-AoiNeural		-2%	0.97	100	Auto female_noble Japanese profile for ロード・ログレス
auto_e4ede17ff3_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+2%	0.95	100	Auto female_noble Chinese profile for 领主洛格雷斯
auto_2b30aa1568_jp	azure	ja-JP	ja-JP-AoiNeural		0%	1.03	100	Auto female_bright Japanese profile for ログレス
auto_2b30aa1568_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+1%	1.02	100	Auto female_bright Chinese profile for 洛格雷斯
auto_266896c88c_jp	azure	ja-JP	ja-JP-NaokiNeural		-5%	0.94	100	Auto male_calm Japanese profile for 花咲翁
auto_266896c88c_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-5%	0.96	100	Auto male_calm Chinese profile for 花咲翁
auto_bb9d2228c6_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.94	100	Auto female_mystic Japanese profile for 蛇女房
auto_bb9d2228c6_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.92	100	Auto female_mystic Chinese profile for 蛇女房
auto_a79887e544_jp	azure	ja-JP	ja-JP-NanamiNeural		-7%	0.96	100	Auto female_shadow Japanese profile for フローラ
auto_a79887e544_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	0.96	100	Auto female_shadow Chinese profile for 芙萝拉
auto_1b4b824f79_jp	azure	ja-JP	ja-JP-NaokiNeural		+1%	1.04	100	Auto male_bright Japanese profile for デメテル・エリニュス
auto_1b4b824f79_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	-4%	1.01	100	Auto male_bright Chinese profile for 得墨忒耳·厄里倪厄斯
auto_c291ac7aed_jp	azure	ja-JP	ja-JP-NaokiNeural		0%	0.93	100	Auto male_calm Japanese profile for フランソワ・プレラーティ
auto_c291ac7aed_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	0%	0.91	100	Auto male_calm Chinese profile for 弗朗索瓦·普勒拉蒂
auto_4751cbb7be_jp	azure	ja-JP	ja-JP-NanamiNeural		-7%	0.91	100	Auto female_shadow Japanese profile for フランチェスカ・プレラーティ
auto_4751cbb7be_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	0.94	100	Auto female_shadow Chinese profile for 弗兰切斯卡·普勒拉蒂
auto_38be251eb1_jp	azure	ja-JP	ja-JP-AoiNeural		-2%	1.00	100	Auto female_noble Japanese profile for ヒッポリュテ
auto_38be251eb1_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-2%	0.95	100	Auto female_noble Chinese profile for 希波吕忒
auto_f0a59dbd9c_jp	azure	ja-JP	ja-JP-DaichiNeural		-10%	0.93	100	Auto male_gruff Japanese profile for ジョン・ラックランド
auto_f0a59dbd9c_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-5%	0.92	100	Auto male_gruff Chinese profile for 无地王约翰
auto_d940f6173b_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.96	100	Auto female_cool Japanese profile for ウルズ
auto_d940f6173b_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.96	100	Auto female_cool Chinese profile for 乌尔德
auto_65ac802418_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.94	100	Auto female_cool Japanese profile for カマソッソ
auto_65ac802418_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-3%	0.98	100	Auto female_cool Chinese profile for 卡玛佐茨
auto_ea795edbff_jp	azure	ja-JP	ja-JP-NaokiNeural		-2%	0.96	100	Auto male_calm Japanese profile for 朱瑞鳥・紅閻魔
auto_ea795edbff_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-5%	0.97	100	Auto male_calm Chinese profile for 朱瑞鸟·红阎魔
auto_066644993c_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	0.98	100	Auto male_heroic Japanese profile for 恐竜王
auto_066644993c_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-7%	0.96	100	Auto male_heroic Chinese profile for 恐龙王
auto_efe19a280a_jp	azure	ja-JP	ja-JP-AoiNeural		+2%	1.07	100	Auto female_bright Japanese profile for イスカリ
auto_efe19a280a_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	-1%	1.02	100	Auto female_bright Chinese profile for 伊斯卡利
auto_b89cfc8d53_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+4%	0.95	100	Auto female_gentle Japanese profile for ORT
auto_b89cfc8d53_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+1%	1.00	100	Auto female_gentle Chinese profile for ORT
auto_3509fe7585_jp	azure	ja-JP	ja-JP-NanamiNeural		-5%	0.94	100	Auto female_cool Japanese profile for スカンジナビア・ペペロンチーノ
auto_3509fe7585_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.98	100	Auto female_cool Chinese profile for 斯堪的纳维亚·佩佩隆奇诺
auto_f0404c3264_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.95	100	Auto female_mystic Japanese profile for 妙漣寺鴉郎
auto_f0404c3264_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-4%	0.93	100	Auto female_mystic Chinese profile for 妙漣寺鴉郎
auto_e494d2c846_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.94	100	Auto female_mystic Japanese profile for コヤンスカヤ
auto_e494d2c846_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.94	100	Auto female_mystic Chinese profile for 高扬斯卡娅
auto_c1db5936b4_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	1.06	100	Auto male_bright Japanese profile for ブランカ
auto_c1db5936b4_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	0%	1.03	100	Auto male_bright Chinese profile for 布兰卡
auto_eb243af902_jp	azure	ja-JP	ja-JP-AoiNeural		0%	1.07	100	Auto female_bright Japanese profile for ウェールズ
auto_eb243af902_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+1%	1.02	100	Auto female_bright Chinese profile for 威尔士
auto_20ae4f1504_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.96	100	Auto female_cool Japanese profile for オーロラ
auto_20ae4f1504_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.97	100	Auto female_cool Chinese profile for 欧若拉
auto_799d0af091_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+3%	0.96	100	Auto female_gentle Japanese profile for コーラル
auto_799d0af091_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+2%	0.98	100	Auto female_gentle Chinese profile for 科拉尔
auto_ca42c3348b_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	1.02	100	Auto female_bright Japanese profile for スプリガン
auto_ca42c3348b_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+1%	1.02	100	Auto female_bright Chinese profile for 斯普里根
auto_c646a180ed_jp	azure	ja-JP	ja-JP-AoiNeural		+4%	1.06	100	Auto female_bright Japanese profile for 亜鈴百種・排熱大公
auto_c646a180ed_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	-1%	1.07	100	Auto female_bright Chinese profile for 亚铃百种·散热大公
auto_97293d8770_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+2%	0.98	100	Auto female_gentle Japanese profile for ボガード
auto_97293d8770_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+4%	1.00	100	Auto female_gentle Chinese profile for 博格特
auto_0d43f4a62b_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+2%	0.94	100	Auto female_gentle Japanese profile for エインセル
auto_0d43f4a62b_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+2%	0.97	100	Auto female_gentle Chinese profile for 艾因塞尔
auto_051930fd3d_jp	azure	ja-JP	ja-JP-NaokiNeural		-1%	1.03	100	Auto male_bright Japanese profile for ノクナレア
auto_051930fd3d_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	+1%	1.05	100	Auto male_bright Chinese profile for 诺克娜蕾
auto_ac3240f47a_jp	azure	ja-JP	ja-JP-AoiNeural		+4%	1.06	100	Auto female_bright Japanese profile for ウィンキー
auto_ac3240f47a_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+1%	1.08	100	Auto female_bright Chinese profile for 温基
auto_aa8c98fd16_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+3%	0.96	100	Auto female_gentle Japanese profile for ワグ
auto_aa8c98fd16_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+2%	0.99	100	Auto female_gentle Chinese profile for 瓦格
auto_8d356b369e_jp	azure	ja-JP	ja-JP-NaokiNeural		-6%	0.95	100	Auto male_calm Japanese profile for ロブ
auto_8d356b369e_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-2%	0.93	100	Auto male_calm Chinese profile for 罗布
auto_55ab62c40b_jp	azure	ja-JP	ja-JP-AoiNeural		+4%	1.05	100	Auto female_bright Japanese profile for ホープ
auto_55ab62c40b_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	0%	1.08	100	Auto female_bright Chinese profile for 霍普
auto_1da3df5026_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.99	100	Auto female_cool Japanese profile for 白狼
auto_1da3df5026_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.94	100	Auto female_cool Chinese profile for 白狼
auto_d4f63546c4_jp	azure	ja-JP	ja-JP-AoiNeural		0%	1.01	100	Auto female_bright Japanese profile for エクター
auto_d4f63546c4_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+5%	1.02	100	Auto female_bright Chinese profile for 埃克特
auto_16fad58dbf_jp	azure	ja-JP	ja-JP-NaokiNeural		-3%	1.04	100	Auto male_bright Japanese profile for モース
auto_16fad58dbf_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	0%	1.02	100	Auto male_bright Chinese profile for 摩耳斯
auto_737429d646_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	0.91	100	Auto male_calm Japanese profile for ケルヌンノス
auto_737429d646_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-1%	0.97	100	Auto male_calm Chinese profile for 科尔努诺斯
auto_4636d0836a_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.90	100	Auto female_mystic Japanese profile for 祭神ケルヌンノス
auto_4636d0836a_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.95	100	Auto female_mystic Chinese profile for 祭神科尔努诺斯
auto_a2a5e7d583_jp	azure	ja-JP	ja-JP-AoiNeural		+4%	1.07	100	Auto female_bright Japanese profile for セファール
auto_a2a5e7d583_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+4%	1.08	100	Auto female_bright Chinese profile for 赛法卢
auto_9b92d87549_jp	azure	ja-JP	ja-JP-AoiNeural		-2%	0.95	100	Auto female_noble Japanese profile for アルビオン
auto_9b92d87549_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+3%	0.98	100	Auto female_noble Chinese profile for 阿尔比恩
auto_c53ec525f7_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	1.03	100	Auto male_bright Japanese profile for 魔竜ヴォーティガーン
auto_c53ec525f7_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	+2%	1.00	100	Auto male_bright Chinese profile for 魔龙伏提庚
auto_40d943a4e6_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	1.03	100	Auto female_bright Japanese profile for インフェルノ
auto_40d943a4e6_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+3%	1.07	100	Auto female_bright Chinese profile for Inferno
auto_080d7ecf14_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.99	100	Auto female_cool Japanese profile for パライソ
auto_080d7ecf14_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-5%	0.99	100	Auto female_cool Chinese profile for Paraiso
auto_696f41c0e4_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	0.92	100	Auto male_gruff Japanese profile for アグラヴェイン
auto_696f41c0e4_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-6%	0.98	100	Auto male_gruff Chinese profile for 阿格规文
auto_ee31c3a01d_jp	azure	ja-JP	ja-JP-NaokiNeural		+2%	1.05	100	Auto male_bright Japanese profile for アトラス
auto_ee31c3a01d_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	+2%	1.02	100	Auto male_bright Chinese profile for 阿特拉斯
auto_d68220a07e_jp	azure	ja-JP	ja-JP-NanamiNeural		+2%	0.95	100	Auto female_mystic Japanese profile for 豹尾神・鈴鹿御前
auto_d68220a07e_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-4%	0.92	100	Auto female_mystic Chinese profile for 豹尾神·铃鹿御前
auto_2d3f90c28c_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	0.93	100	Auto male_gruff Japanese profile for 柴田勝家
auto_2d3f90c28c_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-3%	0.94	100	Auto male_gruff Chinese profile for 柴田胜家
auto_fe2d2cd416_jp	azure	ja-JP	ja-JP-NaokiNeural		0%	0.92	100	Auto male_calm Japanese profile for ダユー
auto_fe2d2cd416_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.94	100	Auto male_calm Chinese profile for 达尤
auto_44ce165070_jp	azure	ja-JP	ja-JP-DaichiNeural		-8%	0.93	100	Auto male_gruff Japanese profile for ドゥムジ
auto_44ce165070_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-7%	0.93	100	Auto male_gruff Chinese profile for 杜木兹
auto_599a47a830_jp	azure	ja-JP	ja-JP-AoiNeural		-3%	0.98	100	Auto female_noble Japanese profile for ファースト・レディ
auto_599a47a830_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+1%	1.00	100	Auto female_noble Chinese profile for First Lady
auto_cf949220c2_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.94	100	Auto female_mystic Japanese profile for 複合神性ゴルゴーン
auto_cf949220c2_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.92	100	Auto female_mystic Chinese profile for 复合神性戈耳工
auto_f500acd37e_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.95	100	Auto female_mystic Japanese profile for 韓信
auto_f500acd37e_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-3%	0.92	100	Auto female_mystic Chinese profile for 韩信
auto_cfdee835d2_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+3%	0.96	100	Auto female_gentle Japanese profile for キングゥ
auto_cfdee835d2_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+3%	0.98	100	Auto female_gentle Chinese profile for 金固
auto_eac770a825_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	1.00	100	Auto male_heroic Japanese profile for 玖賀耳之御笠
auto_eac770a825_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-3%	0.96	100	Auto male_heroic Chinese profile for 玖贺耳之御笠
auto_866a807408_jp	azure	ja-JP	ja-JP-AoiNeural		+4%	1.02	100	Auto female_bright Japanese profile for ギャラハッド
auto_866a807408_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+5%	1.04	100	Auto female_bright Chinese profile for 加拉哈德
auto_8fb3bb690f_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	1.06	100	Auto male_bright Japanese profile for 巨英雄
auto_8fb3bb690f_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	-2%	1.04	100	Auto male_bright Chinese profile for 巨英雄
auto_bf874d2cc1_jp	azure	ja-JP	ja-JP-AoiNeural		-1%	0.96	100	Auto female_noble Japanese profile for ランサー・プルガトリオ・一切穿通
auto_bf874d2cc1_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-2%	0.99	100	Auto female_noble Chinese profile for Lancer Purgatorio·一切穿通
auto_867d621a6b_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.96	100	Auto female_cool Japanese profile for マックスウェルの悪魔
auto_867d621a6b_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.98	100	Auto female_cool Chinese profile for 麦克斯韦妖
auto_e8c3937fc3_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+4%	0.96	100	Auto female_gentle Japanese profile for ミノタウロス
auto_e8c3937fc3_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+2%	1.00	100	Auto female_gentle Chinese profile for 弥诺陶洛斯
auto_a94db8113d_jp	azure	ja-JP	ja-JP-AoiNeural		0%	1.03	100	Auto female_bright Japanese profile for 明智光秀
auto_a94db8113d_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	0%	1.08	100	Auto female_bright Chinese profile for 明智光秀
auto_b126043f61_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.91	100	Auto female_mystic Japanese profile for 女神ロンゴミニアド
auto_b126043f61_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	0%	0.94	100	Auto female_mystic Chinese profile for 女神伦戈米尼亚德
auto_3d6435bbdc_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.97	100	Auto female_cool Japanese profile for ロンゴミニアド
auto_3d6435bbdc_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.97	100	Auto female_cool Chinese profile for 伦戈米尼亚德
auto_4340972c73_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	0.94	100	Auto male_calm Japanese profile for 芹沢鴨
auto_4340972c73_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-4%	0.91	100	Auto male_calm Chinese profile for 芹泽鸭
auto_883d008c54_jp	azure	ja-JP	ja-JP-NaokiNeural		-2%	0.94	100	Auto male_calm Japanese profile for 歳殺神・俵藤太
auto_883d008c54_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-1%	0.95	100	Auto male_calm Chinese profile for 岁杀神·俵藤太
auto_11b5252e5d_jp	azure	ja-JP	ja-JP-AoiNeural		-1%	1.04	100	Auto female_bright Japanese profile for 四元素アイリ
auto_11b5252e5d_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	0%	1.03	100	Auto female_bright Chinese profile for 四元素之爱丽
auto_58907135ce_jp	azure	ja-JP	ja-JP-DaichiNeural		-6%	0.99	100	Auto male_heroic Japanese profile for シータ
auto_58907135ce_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-3%	0.99	100	Auto male_heroic Chinese profile for 悉多
auto_29a23bfb6b_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	0.94	100	Auto male_calm Japanese profile for 煙酔のハサン
auto_29a23bfb6b_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.95	100	Auto male_calm Chinese profile for 烟醉哈桑
auto_e06e18e3cd_jp	azure	ja-JP	ja-JP-NaokiNeural		-1%	1.03	100	Auto male_bright Japanese profile for 春日局
auto_e06e18e3cd_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	-1%	1.03	100	Auto male_bright Chinese profile for 春日局
auto_b37bbbf48b_jp	azure	ja-JP	ja-JP-NaokiNeural		-5%	0.97	100	Auto male_calm Japanese profile for 長尾晴景
auto_b37bbbf48b_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-5%	0.93	100	Auto male_calm Chinese profile for 长尾晴景
auto_72d7ac4a76_jp	azure	ja-JP	ja-JP-DaichiNeural		-6%	0.96	100	Auto male_gruff Japanese profile for ダーニック・プレストーン・ユグドミレニア
auto_72d7ac4a76_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-8%	0.93	100	Auto male_gruff Chinese profile for 达尼克·普雷斯通·尤格多米雷尼亚
auto_96c0449f40_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.91	100	Auto female_mystic Japanese profile for ハーゲン
auto_96c0449f40_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-4%	0.92	100	Auto female_mystic Chinese profile for 哈根
auto_3e246ebd3c_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+5%	0.94	100	Auto female_gentle Japanese profile for キャプテン・キッド
auto_3e246ebd3c_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100	Auto female_gentle Chinese profile for 基德船长
auto_08eed7e756_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+3%	0.95	100	Auto female_gentle Japanese profile for 間桐雁夜
auto_08eed7e756_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+1%	0.95	100	Auto female_gentle Chinese profile for 间桐雁夜
auto_0711ebd99b_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	1.02	100	Auto male_heroic Japanese profile for 間桐臓硯
auto_0711ebd99b_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-4%	1.00	100	Auto male_heroic Chinese profile for 间桐脏砚
auto_51d0c6ca47_jp	azure	ja-JP	ja-JP-DaichiNeural		-8%	0.96	100	Auto male_gruff Japanese profile for クリスティーヌ
auto_51d0c6ca47_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-9%	0.97	100	Auto male_gruff Chinese profile for 克里斯蒂娜
auto_767d8dcc73_jp	azure	ja-JP	ja-JP-NaokiNeural		+1%	1.04	100	Auto male_bright Japanese profile for ケイネス・エルメロイ・アーチボルト
auto_767d8dcc73_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	-1%	1.05	100	Auto male_bright Chinese profile for 肯尼斯·埃尔梅罗·阿奇博尔德
auto_7f2dc3b24f_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+5%	1.00	100	Auto female_gentle Japanese profile for 綾
auto_7f2dc3b24f_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+2%	0.98	100	Auto female_gentle Chinese profile for 绫
auto_e3ca12b3c6_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+3%	1.00	100	Auto female_gentle Japanese profile for ランドルフ・カーター
